CMDLINE /Users/bear/Documents/GitHub/pyoniverse/pyoniverse-search-engine/venv/bin/python profiles/memory/search.py
MEM 12.921875 1700466950.7370
MEM 12.921875 1700466950.8381
MEM 12.921875 1700466950.9436
MEM 12.921875 1700466951.0489
MEM 12.921875 1700466951.1545
MEM 12.921875 1700466951.2600
MEM 12.921875 1700466951.3627
MEM 12.921875 1700466951.4683
MEM 12.921875 1700466951.5736
MEM 12.921875 1700466951.6746
MEM 12.921875 1700466951.7787
MEM 12.921875 1700466951.8793
MEM 12.921875 1700466951.9830
MEM 12.921875 1700466952.0885
MEM 12.921875 1700466952.1940
MEM 12.921875 1700466952.2996
MEM 12.921875 1700466952.4052
MEM 12.921875 1700466952.5107
MEM 12.921875 1700466952.6160
MEM 12.921875 1700466952.7209
MEM 12.921875 1700466952.8236
MEM 12.921875 1700466952.9289
MEM 12.921875 1700466953.0342
MEM 12.921875 1700466953.1396
MEM 12.921875 1700466953.2416
MEM 12.921875 1700466953.3469
MEM 12.921875 1700466953.4522
MEM 12.921875 1700466953.5532
MEM 12.921875 1700466953.6550
MEM 12.921875 1700466953.7604
MEM 12.921875 1700466953.8615
MEM 12.921875 1700466953.9668
MEM 12.921875 1700466954.0721
MEM 12.921875 1700466954.1774
MEM 12.921875 1700466954.2828
MEM 12.921875 1700466954.3881
MEM 12.921875 1700466954.4935
MEM 12.921875 1700466954.5974
MEM 12.921875 1700466954.7008
MEM 12.921875 1700466954.8047
MEM 12.921875 1700466954.9101
MEM 12.921875 1700466955.0156
MEM 12.921875 1700466955.1195
MEM 12.921875 1700466955.2208
MEM 12.921875 1700466955.3216
MEM 12.921875 1700466955.4271
MEM 12.921875 1700466955.5280
MEM 12.921875 1700466955.6336
MEM 12.921875 1700466955.7391
MEM 12.921875 1700466955.8446
MEM 12.921875 1700466955.9502
MEM 12.921875 1700466956.0541
MEM 12.921875 1700466956.1594
MEM 12.921875 1700466956.2644
MEM 12.921875 1700466956.3660
MEM 12.921875 1700466956.4711
MEM 12.921875 1700466956.5765
MEM 12.921875 1700466956.6787
MEM 12.921875 1700466956.7841
MEM 12.921875 1700466956.8897
MEM 12.921875 1700466956.9953
MEM 12.921875 1700466957.0970
MEM 12.921875 1700466957.2022
MEM 12.921875 1700466957.3077
MEM 12.921875 1700466957.4132
MEM 12.921875 1700466957.5188
MEM 12.921875 1700466957.6242
MEM 12.921875 1700466957.7287
MEM 12.921875 1700466957.8301
MEM 12.921875 1700466957.9357
MEM 12.921875 1700466958.0411
MEM 12.921875 1700466958.1466
MEM 12.921875 1700466958.2485
MEM 12.921875 1700466958.3539
MEM 12.921875 1700466958.4594
MEM 12.921875 1700466958.5649
MEM 12.921875 1700466958.6703
MEM 12.921875 1700466958.7757
MEM 12.921875 1700466958.8800
MEM 12.921875 1700466958.9856
MEM 12.921875 1700466959.0910
MEM 12.921875 1700466959.1965
MEM 12.921875 1700466959.2972
MEM 12.921875 1700466959.4028
MEM 12.921875 1700466959.5082
MEM 12.921875 1700466959.6136
MEM 12.921875 1700466959.7191
MEM 12.921875 1700466959.8246
MEM 12.921875 1700466959.9300
MEM 12.921875 1700466960.0354
MEM 12.921875 1700466960.1410
MEM 12.921875 1700466960.2425
MEM 12.921875 1700466960.3474
MEM 12.921875 1700466960.4527
MEM 12.921875 1700466960.5559
MEM 12.921875 1700466960.6579
MEM 12.921875 1700466960.7623
MEM 12.921875 1700466960.8676
MEM 12.921875 1700466960.9724
MEM 12.921875 1700466961.0779
MEM 12.921875 1700466961.1802
MEM 12.921875 1700466961.2831
MEM 12.921875 1700466961.3885
MEM 12.921875 1700466961.4930
MEM 12.921875 1700466961.5984
MEM 12.921875 1700466961.7039
MEM 12.921875 1700466961.8079
MEM 12.921875 1700466961.9134
MEM 12.921875 1700466962.0190
MEM 12.921875 1700466962.1233
MEM 12.921875 1700466962.2283
MEM 12.921875 1700466962.3295
MEM 12.921875 1700466962.4303
MEM 12.921875 1700466962.5358
MEM 12.921875 1700466962.6413
MEM 12.921875 1700466962.7469
MEM 12.921875 1700466962.8520
MEM 12.921875 1700466962.9575
MEM 12.921875 1700466963.0630
MEM 12.921875 1700466963.1684
MEM 12.921875 1700466963.2736
MEM 12.921875 1700466963.3758
MEM 12.921875 1700466963.4813
MEM 12.921875 1700466963.5867
MEM 12.921875 1700466963.6889
MEM 12.921875 1700466963.7897
MEM 12.921875 1700466963.8913
MEM 12.921875 1700466963.9968
MEM 12.921875 1700466964.0974
MEM 12.921875 1700466964.2029
MEM 12.921875 1700466964.3083
MEM 12.921875 1700466964.4138
MEM 12.921875 1700466964.5160
MEM 12.921875 1700466964.6171
MEM 12.921875 1700466964.7188
MEM 12.921875 1700466964.8243
MEM 12.921875 1700466964.9293
MEM 12.921875 1700466965.0349
MEM 12.921875 1700466965.1404
MEM 12.921875 1700466965.2460
MEM 12.921875 1700466965.3516
MEM 12.921875 1700466965.4548
MEM 12.921875 1700466965.5604
MEM 12.921875 1700466965.6661
MEM 12.921875 1700466965.7717
MEM 12.921875 1700466965.8740
MEM 12.921875 1700466965.9793
MEM 12.921875 1700466966.0833
MEM 12.921875 1700466966.1885
MEM 12.921875 1700466966.2939
MEM 12.921875 1700466966.3959
MEM 12.921875 1700466966.5015
MEM 12.921875 1700466966.6069
MEM 12.921875 1700466966.7093
MEM 12.921875 1700466966.8148
MEM 12.921875 1700466966.9201
MEM 12.921875 1700466967.0254
MEM 12.921875 1700466967.1268
MEM 12.921875 1700466967.2321
MEM 12.921875 1700466967.3325
MEM 12.921875 1700466967.4379
MEM 12.921875 1700466967.5435
MEM 12.921875 1700466967.6475
MEM 12.921875 1700466967.7531
MEM 12.921875 1700466967.8573
MEM 12.921875 1700466967.9627
MEM 12.921875 1700466968.0682
MEM 12.921875 1700466968.1737
MEM 12.921875 1700466968.2791
MEM 12.921875 1700466968.3844
MEM 12.921875 1700466968.4881
MEM 12.921875 1700466968.5937
MEM 12.921875 1700466968.6993
MEM 12.921875 1700466968.8049
MEM 12.921875 1700466968.9103
MEM 12.921875 1700466969.0145
MEM 12.921875 1700466969.1180
MEM 12.921875 1700466969.2221
MEM 12.921875 1700466969.3263
MEM 12.921875 1700466969.4293
MEM 12.921875 1700466969.5328
MEM 12.921875 1700466969.6383
MEM 12.921875 1700466969.7404
MEM 12.921875 1700466969.8444
MEM 12.921875 1700466969.9497
MEM 12.921875 1700466970.0544
MEM 12.921875 1700466970.1599
MEM 12.921875 1700466970.2653
MEM 12.921875 1700466970.3707
MEM 12.921875 1700466970.4714
MEM 12.921875 1700466970.5770
MEM 12.921875 1700466970.6824
MEM 12.921875 1700466970.7856
MEM 12.921875 1700466970.8911
MEM 12.921875 1700466970.9966
MEM 12.921875 1700466971.1023
MEM 12.921875 1700466971.2050
MEM 12.921875 1700466971.3075
MEM 12.921875 1700466971.4128
MEM 12.921875 1700466971.5182
MEM 12.921875 1700466971.6236
MEM 12.921875 1700466971.7244
MEM 12.921875 1700466971.8299
MEM 12.921875 1700466971.9318
MEM 12.921875 1700466972.0374
MEM 12.921875 1700466972.1429
MEM 12.921875 1700466972.2438
MEM 12.921875 1700466972.3493
MEM 12.921875 1700466972.4548
MEM 12.921875 1700466972.5602
MEM 12.921875 1700466972.6658
MEM 12.921875 1700466972.7672
MEM 12.921875 1700466972.8728
MEM 12.921875 1700466972.9780
MEM 12.921875 1700466973.0832
MEM 12.921875 1700466973.1883
MEM 12.921875 1700466973.2937
MEM 12.921875 1700466973.3968
MEM 12.921875 1700466973.5023
MEM 12.921875 1700466973.6073
MEM 12.921875 1700466973.7085
MEM 12.921875 1700466973.8140
MEM 12.921875 1700466973.9193
MEM 12.921875 1700466974.0246
MEM 12.921875 1700466974.1300
MEM 12.921875 1700466974.2354
MEM 12.921875 1700466974.3407
MEM 12.921875 1700466974.4420
MEM 12.921875 1700466974.5469
MEM 12.921875 1700466974.6500
MEM 12.921875 1700466974.7555
MEM 12.921875 1700466974.8568
MEM 12.921875 1700466974.9588
MEM 12.921875 1700466975.0611
MEM 12.921875 1700466975.1667
MEM 12.921875 1700466975.2723
MEM 12.921875 1700466975.3778
MEM 12.921875 1700466975.4804
MEM 12.921875 1700466975.5859
MEM 12.921875 1700466975.6915
MEM 12.921875 1700466975.7970
MEM 12.921875 1700466975.9026
MEM 12.921875 1700466976.0081
MEM 12.921875 1700466976.1088
MEM 12.921875 1700466976.2143
MEM 12.921875 1700466976.3183
MEM 12.921875 1700466976.4203
MEM 12.921875 1700466976.5215
MEM 12.921875 1700466976.6270
MEM 12.921875 1700466976.7325
MEM 12.921875 1700466976.8332
MEM 12.921875 1700466976.9388
MEM 12.921875 1700466977.0437
MEM 12.921875 1700466977.1470
MEM 12.921875 1700466977.2525
MEM 12.921875 1700466977.3529
MEM 12.921875 1700466977.4582
MEM 12.921875 1700466977.5638
MEM 12.921875 1700466977.6649
MEM 12.921875 1700466977.7671
MEM 12.921875 1700466977.8727
MEM 12.921875 1700466977.9782
MEM 12.921875 1700466978.0793
MEM 12.921875 1700466978.1849
MEM 12.921875 1700466978.2888
MEM 12.921875 1700466978.3941
MEM 12.921875 1700466978.4995
MEM 12.921875 1700466978.6050
MEM 12.921875 1700466978.7105
MEM 12.921875 1700466978.8118
MEM 12.921875 1700466978.9173
MEM 12.921875 1700466979.0229
MEM 12.921875 1700466979.1285
MEM 12.921875 1700466979.2341
MEM 12.921875 1700466979.3397
MEM 12.921875 1700466979.4451
MEM 12.921875 1700466979.5504
MEM 12.921875 1700466979.6513
MEM 12.921875 1700466979.7555
MEM 12.921875 1700466979.8567
MEM 12.921875 1700466979.9622
MEM 12.921875 1700466980.0669
MEM 12.921875 1700466980.1724
MEM 12.921875 1700466980.2775
MEM 12.921875 1700466980.3830
MEM 12.921875 1700466980.4847
MEM 12.921875 1700466980.5904
MEM 12.921875 1700466980.6934
MEM 12.921875 1700466980.7960
MEM 12.921875 1700466980.9014
MEM 12.921875 1700466981.0070
MEM 12.921875 1700466981.1089
MEM 12.921875 1700466981.2137
MEM 12.921875 1700466981.3151
MEM 12.921875 1700466981.4191
MEM 12.921875 1700466981.5205
MEM 12.921875 1700466981.6212
MEM 12.921875 1700466981.7237
MEM 12.921875 1700466981.8293
MEM 12.921875 1700466981.9348
MEM 12.921875 1700466982.0404
MEM 12.921875 1700466982.1459
MEM 12.921875 1700466982.2471
MEM 12.921875 1700466982.3526
MEM 12.921875 1700466982.4546
MEM 12.921875 1700466982.5599
MEM 12.921875 1700466982.6616
MEM 12.921875 1700466982.7625
MEM 12.921875 1700466982.8679
MEM 12.921875 1700466982.9712
MEM 12.921875 1700466983.0766
MEM 12.921875 1700466983.1819
MEM 12.921875 1700466983.2873
MEM 12.921875 1700466983.3926
MEM 12.921875 1700466983.4979
MEM 12.921875 1700466983.6009
MEM 12.921875 1700466983.7055
MEM 12.921875 1700466983.8111
MEM 12.921875 1700466983.9156
MEM 12.921875 1700466984.0211
MEM 12.921875 1700466984.1267
MEM 12.921875 1700466984.2322
MEM 12.921875 1700466984.3377
MEM 12.921875 1700466984.4416
MEM 12.921875 1700466984.5472
MEM 12.921875 1700466984.6527
MEM 12.921875 1700466984.7573
MEM 12.921875 1700466984.8627
MEM 12.921875 1700466984.9636
MEM 12.921875 1700466985.0691
MEM 12.921875 1700466985.1746
MEM 12.921875 1700466985.2776
MEM 12.921875 1700466985.3831
MEM 12.921875 1700466985.4848
MEM 12.921875 1700466985.5901
MEM 12.921875 1700466985.6934
MEM 12.921875 1700466985.7987
MEM 12.921875 1700466985.9042
MEM 12.921875 1700466986.0048
MEM 12.921875 1700466986.1102
MEM 12.921875 1700466986.2156
MEM 12.921875 1700466986.3209
MEM 12.921875 1700466986.4214
MEM 12.921875 1700466986.5268
MEM 12.921875 1700466986.6292
MEM 12.921875 1700466986.7316
MEM 12.921875 1700466986.8372
MEM 12.921875 1700466986.9427
MEM 12.921875 1700466987.0482
MEM 12.921875 1700466987.1537
MEM 12.921875 1700466987.2591
MEM 12.921875 1700466987.3637
MEM 12.921875 1700466987.4692
MEM 12.921875 1700466987.5748
MEM 12.921875 1700466987.6803
MEM 12.921875 1700466987.7819
MEM 12.921875 1700466987.8875
MEM 12.921875 1700466987.9925
MEM 12.921875 1700466988.0981
MEM 12.921875 1700466988.2035
MEM 12.921875 1700466988.3091
MEM 12.921875 1700466988.4138
MEM 12.921875 1700466988.5164
MEM 12.921875 1700466988.6210
MEM 12.921875 1700466988.7266
MEM 12.921875 1700466988.8320
MEM 12.921875 1700466988.9377
MEM 12.921875 1700466989.0431
MEM 12.921875 1700466989.1460
MEM 12.921875 1700466989.2515
MEM 12.921875 1700466989.3570
MEM 12.921875 1700466989.4625
MEM 12.921875 1700466989.5667
MEM 12.921875 1700466989.6713
MEM 12.921875 1700466989.7761
MEM 12.921875 1700466989.8815
MEM 12.921875 1700466989.9861
MEM 12.921875 1700466990.0888
MEM 12.921875 1700466990.1934
MEM 12.921875 1700466990.2987
MEM 12.921875 1700466990.4015
MEM 12.921875 1700466990.5047
MEM 12.921875 1700466990.6085
MEM 12.921875 1700466990.7140
MEM 12.921875 1700466990.8194
MEM 12.921875 1700466990.9233
MEM 12.921875 1700466991.0288
MEM 12.921875 1700466991.1304
MEM 12.921875 1700466991.2358
MEM 12.921875 1700466991.3388
MEM 12.921875 1700466991.4444
MEM 12.921875 1700466991.5470
MEM 12.921875 1700466991.6516
MEM 12.921875 1700466991.7552
MEM 12.921875 1700466991.8608
MEM 12.921875 1700466991.9662
MEM 12.921875 1700466992.0682
MEM 12.921875 1700466992.1738
MEM 12.921875 1700466992.2773
MEM 12.921875 1700466992.3812
MEM 12.921875 1700466992.4867
MEM 12.921875 1700466992.5901
MEM 12.921875 1700466992.6957
MEM 12.921875 1700466992.8009
MEM 12.921875 1700466992.9065
MEM 12.921875 1700466993.0105
MEM 12.921875 1700466993.1115
MEM 12.921875 1700466993.2144
MEM 12.921875 1700466993.3190
MEM 12.921875 1700466993.4245
MEM 12.921875 1700466993.5300
MEM 12.921875 1700466993.6356
MEM 12.921875 1700466993.7363
MEM 12.921875 1700466993.8419
MEM 12.921875 1700466993.9475
MEM 12.921875 1700466994.0487
MEM 12.921875 1700466994.1542
MEM 12.921875 1700466994.2599
MEM 12.921875 1700466994.3653
MEM 12.921875 1700466994.4706
MEM 12.921875 1700466994.5761
MEM 12.921875 1700466994.6795
MEM 12.921875 1700466994.7851
MEM 12.921875 1700466994.8907
MEM 12.921875 1700466994.9962
MEM 12.921875 1700466995.1018
MEM 12.921875 1700466995.2074
MEM 12.921875 1700466995.3127
MEM 12.921875 1700466995.4180
MEM 12.921875 1700466995.5217
MEM 12.921875 1700466995.6270
MEM 12.921875 1700466995.7324
MEM 12.921875 1700466995.8378
MEM 12.921875 1700466995.9385
MEM 12.921875 1700466996.0439
MEM 12.921875 1700466996.1494
MEM 12.921875 1700466996.2549
MEM 12.921875 1700466996.3570
MEM 12.921875 1700466996.4581
MEM 12.921875 1700466996.5626
MEM 12.921875 1700466996.6681
MEM 12.921875 1700466996.7736
MEM 12.921875 1700466996.8792
MEM 12.921875 1700466996.9845
MEM 12.921875 1700466997.0899
MEM 12.921875 1700466997.1955
MEM 12.921875 1700466997.3010
MEM 12.921875 1700466997.4062
MEM 12.921875 1700466997.5087
MEM 12.921875 1700466997.6115
MEM 12.921875 1700466997.7171
MEM 12.921875 1700466997.8226
MEM 12.921875 1700466997.9281
MEM 12.921875 1700466998.0301
MEM 12.921875 1700466998.1355
MEM 12.921875 1700466998.2408
MEM 12.921875 1700466998.3448
MEM 12.921875 1700466998.4501
MEM 12.921875 1700466998.5548
MEM 12.921875 1700466998.6562
MEM 12.921875 1700466998.7618
MEM 12.921875 1700466998.8674
MEM 12.921875 1700466998.9727
MEM 12.921875 1700466999.0783
MEM 12.921875 1700466999.1840
MEM 12.921875 1700466999.2895
MEM 12.921875 1700466999.3950
MEM 12.921875 1700466999.5003
MEM 12.921875 1700466999.6061
MEM 12.921875 1700466999.7117
MEM 12.921875 1700466999.8164
MEM 12.921875 1700466999.9221
MEM 12.921875 1700467000.0247
MEM 12.921875 1700467000.1301
MEM 12.921875 1700467000.2355
MEM 12.921875 1700467000.3361
MEM 12.921875 1700467000.4414
MEM 12.921875 1700467000.5457
MEM 12.921875 1700467000.6510
MEM 12.921875 1700467000.7563
MEM 12.921875 1700467000.8618
MEM 12.921875 1700467000.9671
MEM 12.921875 1700467001.0726
MEM 12.921875 1700467001.1781
MEM 12.921875 1700467001.2837
MEM 12.921875 1700467001.3844
MEM 12.921875 1700467001.4896
MEM 12.921875 1700467001.5911
MEM 12.921875 1700467001.6936
MEM 12.921875 1700467001.7992
MEM 12.921875 1700467001.9047
MEM 12.921875 1700467002.0104
MEM 12.921875 1700467002.1137
MEM 12.921875 1700467002.2168
MEM 12.921875 1700467002.3213
MEM 12.921875 1700467002.4268
MEM 12.921875 1700467002.5322
MEM 12.921875 1700467002.6340
MEM 12.921875 1700467002.7365
MEM 12.921875 1700467002.8407
MEM 12.921875 1700467002.9437
MEM 12.921875 1700467003.0466
MEM 12.921875 1700467003.1520
MEM 12.921875 1700467003.2574
MEM 12.921875 1700467003.3627
MEM 12.921875 1700467003.4636
MEM 12.921875 1700467003.5689
MEM 12.921875 1700467003.6743
MEM 12.921875 1700467003.7750
MEM 12.921875 1700467003.8760
MEM 12.921875 1700467003.9814
MEM 12.921875 1700467004.0869
MEM 12.921875 1700467004.1890
MEM 12.921875 1700467004.2945
MEM 12.921875 1700467004.4002
MEM 12.921875 1700467004.5049
MEM 12.921875 1700467004.6102
MEM 12.921875 1700467004.7128
MEM 12.921875 1700467004.8184
MEM 12.921875 1700467004.9209
MEM 12.921875 1700467005.0230
MEM 12.921875 1700467005.1285
MEM 12.921875 1700467005.2295
MEM 12.921875 1700467005.3341
MEM 12.921875 1700467005.4350
MEM 12.921875 1700467005.5403
MEM 12.921875 1700467005.6458
MEM 12.921875 1700467005.7544
MEM 12.921875 1700467005.8577
MEM 12.921875 1700467005.9682
MEM 12.921875 1700467006.0719
MEM 12.921875 1700467006.1822
MEM 12.921875 1700467006.2926
MEM 12.921875 1700467006.3983
MEM 12.921875 1700467006.5004
MEM 12.921875 1700467006.6074
MEM 12.921875 1700467006.7128
MEM 12.921875 1700467006.8149
MEM 12.921875 1700467006.9229
MEM 12.921875 1700467007.0332
MEM 12.921875 1700467007.1436
MEM 12.921875 1700467007.2465
MEM 12.921875 1700467007.3504
MEM 12.921875 1700467007.4608
MEM 12.921875 1700467007.5615
MEM 12.921875 1700467007.6667
MEM 12.921875 1700467007.7754
MEM 12.921875 1700467007.8848
MEM 12.921875 1700467007.9940
MEM 12.921875 1700467008.0952
MEM 12.921875 1700467008.2057
MEM 12.921875 1700467008.3161
MEM 12.921875 1700467008.4198
MEM 12.921875 1700467008.5303
MEM 12.921875 1700467008.6333
MEM 12.921875 1700467008.7436
MEM 12.921875 1700467008.8482
MEM 12.921875 1700467008.9588
MEM 12.921875 1700467009.0694
MEM 12.921875 1700467009.1799
MEM 12.921875 1700467009.2882
MEM 12.921875 1700467009.3924
MEM 12.921875 1700467009.5030
MEM 12.921875 1700467009.6127
MEM 12.921875 1700467009.7183
MEM 12.921875 1700467009.8213
MEM 12.921875 1700467009.9236
MEM 12.921875 1700467010.0340
MEM 12.921875 1700467010.1424
MEM 12.921875 1700467010.2530
MEM 12.921875 1700467010.3653
MEM 12.921875 1700467010.4758
MEM 12.921875 1700467010.5787
MEM 12.921875 1700467010.6876
MEM 12.921875 1700467010.7882
MEM 12.921875 1700467010.8927
MEM 12.921875 1700467010.9975
MEM 12.921875 1700467011.1071
MEM 12.921875 1700467011.2174
MEM 12.921875 1700467011.3277
MEM 12.921875 1700467011.4347
MEM 12.921875 1700467011.5451
MEM 12.921875 1700467011.6553
MEM 12.921875 1700467011.7582
MEM 12.921875 1700467011.8671
MEM 12.921875 1700467011.9775
MEM 12.921875 1700467012.0880
MEM 12.921875 1700467012.1950
MEM 12.921875 1700467012.3055
MEM 12.921875 1700467012.4127
MEM 12.921875 1700467012.5213
MEM 12.921875 1700467012.6250
MEM 12.921875 1700467012.7283
MEM 12.921875 1700467012.8389
MEM 12.921875 1700467012.9495
MEM 12.921875 1700467013.0600
MEM 12.921875 1700467013.1706
MEM 12.921875 1700467013.2743
MEM 12.921875 1700467013.3847
MEM 12.921875 1700467013.4953
MEM 12.921875 1700467013.6016
MEM 12.921875 1700467013.7122
MEM 12.921875 1700467013.8228
MEM 12.921875 1700467013.9294
MEM 12.921875 1700467014.0394
MEM 12.921875 1700467014.1498
MEM 12.921875 1700467014.2569
MEM 12.921875 1700467014.3639
MEM 12.921875 1700467014.4646
MEM 12.921875 1700467014.5751
MEM 12.921875 1700467014.6855
MEM 12.921875 1700467014.7932
MEM 12.921875 1700467014.8980
MEM 12.921875 1700467015.0048
MEM 12.921875 1700467015.1114
MEM 12.921875 1700467015.2211
MEM 12.921875 1700467015.3316
MEM 12.921875 1700467015.4422
MEM 12.921875 1700467015.5527
MEM 12.921875 1700467015.6618
MEM 12.921875 1700467015.7722
MEM 12.921875 1700467015.8828
MEM 12.921875 1700467015.9919
MEM 12.921875 1700467016.1023
MEM 12.921875 1700467016.2129
MEM 12.921875 1700467016.3232
MEM 12.921875 1700467016.4336
MEM 12.921875 1700467016.5440
MEM 12.921875 1700467016.6518
MEM 12.921875 1700467016.7580
MEM 12.921875 1700467016.8600
MEM 12.921875 1700467016.9612
MEM 12.921875 1700467017.0711
MEM 12.921875 1700467017.1805
MEM 12.921875 1700467017.2908
MEM 12.921875 1700467017.3944
MEM 12.921875 1700467017.5048
MEM 12.921875 1700467017.6152
MEM 12.921875 1700467017.7256
MEM 12.921875 1700467017.8326
MEM 12.921875 1700467017.9388
MEM 12.921875 1700467018.0433
MEM 12.921875 1700467018.1536
MEM 12.921875 1700467018.2639
MEM 12.921875 1700467018.3658
MEM 12.921875 1700467018.4760
MEM 12.921875 1700467018.5791
MEM 12.921875 1700467018.6868
MEM 12.921875 1700467018.7960
MEM 12.921875 1700467018.9007
MEM 12.921875 1700467019.0110
MEM 12.921875 1700467019.1210
MEM 12.921875 1700467019.2315
MEM 12.921875 1700467019.3420
MEM 12.921875 1700467019.4525
MEM 12.921875 1700467019.5591
MEM 12.921875 1700467019.6691
MEM 12.921875 1700467019.7795
MEM 12.921875 1700467019.8898
MEM 12.921875 1700467019.9968
MEM 12.921875 1700467020.1072
MEM 12.921875 1700467020.2096
MEM 12.921875 1700467020.3154
MEM 12.921875 1700467020.4179
MEM 12.921875 1700467020.5284
MEM 12.921875 1700467020.6389
MEM 12.921875 1700467020.7395
MEM 12.921875 1700467020.8500
MEM 12.921875 1700467020.9552
MEM 12.921875 1700467021.0646
MEM 12.921875 1700467021.1750
MEM 12.921875 1700467021.2856
MEM 12.921875 1700467021.3964
MEM 12.921875 1700467021.5068
MEM 12.921875 1700467021.6147
MEM 12.921875 1700467021.7252
MEM 12.921875 1700467021.8270
MEM 12.921875 1700467021.9376
MEM 12.921875 1700467022.0483
MEM 12.921875 1700467022.1549
MEM 12.921875 1700467022.2654
MEM 12.921875 1700467022.3759
MEM 12.921875 1700467022.4798
MEM 12.921875 1700467022.5834
MEM 12.921875 1700467022.6888
MEM 12.921875 1700467022.7960
MEM 12.921875 1700467022.9005
MEM 12.921875 1700467023.0097
MEM 12.921875 1700467023.1138
MEM 12.921875 1700467023.2232
MEM 12.921875 1700467023.3338
MEM 12.921875 1700467023.4426
MEM 12.921875 1700467023.5481
MEM 12.921875 1700467023.6586
MEM 12.921875 1700467023.7690
MEM 12.921875 1700467023.8795
MEM 12.921875 1700467023.9849
MEM 12.921875 1700467024.0946
MEM 12.921875 1700467024.1983
MEM 12.921875 1700467024.3089
MEM 12.921875 1700467024.4191
MEM 12.921875 1700467024.5294
MEM 12.921875 1700467024.6400
MEM 12.921875 1700467024.7481
MEM 12.921875 1700467024.8581
MEM 12.921875 1700467024.9686
MEM 12.921875 1700467025.0790
MEM 12.921875 1700467025.1822
MEM 12.921875 1700467025.2926
MEM 12.921875 1700467025.3955
MEM 12.921875 1700467025.5058
MEM 12.921875 1700467025.6163
MEM 12.921875 1700467025.7266
MEM 12.921875 1700467025.8372
MEM 12.921875 1700467025.9420
MEM 12.921875 1700467026.0473
MEM 12.921875 1700467026.1577
MEM 12.921875 1700467026.2683
MEM 12.921875 1700467026.3746
MEM 12.921875 1700467026.4850
MEM 12.921875 1700467026.5903
MEM 12.921875 1700467026.6996
MEM 12.921875 1700467026.8014
MEM 12.921875 1700467026.9033
MEM 12.921875 1700467027.0061
MEM 12.921875 1700467027.1164
MEM 12.921875 1700467027.2269
MEM 12.921875 1700467027.3376
MEM 12.921875 1700467027.4399
MEM 12.921875 1700467027.5502
MEM 12.921875 1700467027.6603
MEM 12.921875 1700467027.7709
MEM 12.921875 1700467027.8815
MEM 12.921875 1700467027.9863
MEM 12.921875 1700467028.0897
MEM 12.921875 1700467028.2001
MEM 12.921875 1700467028.3100
MEM 12.921875 1700467028.4126
MEM 12.921875 1700467028.5232
MEM 12.921875 1700467028.6295
MEM 12.921875 1700467028.7315
MEM 12.921875 1700467028.8418
MEM 12.921875 1700467028.9516
MEM 12.921875 1700467029.0613
MEM 12.921875 1700467029.1716
MEM 12.921875 1700467029.2814
MEM 12.921875 1700467029.3904
MEM 12.921875 1700467029.4926
MEM 12.921875 1700467029.6032
MEM 12.921875 1700467029.7052
MEM 12.921875 1700467029.8153
MEM 12.921875 1700467029.9258
MEM 12.921875 1700467030.0303
MEM 12.921875 1700467030.1409
MEM 12.921875 1700467030.2513
MEM 12.921875 1700467030.3619
MEM 12.921875 1700467030.4724
MEM 12.921875 1700467030.5805
MEM 12.921875 1700467030.6890
MEM 12.921875 1700467030.7982
MEM 12.921875 1700467030.9083
MEM 12.921875 1700467031.0189
MEM 12.921875 1700467031.1294
MEM 12.921875 1700467031.2376
MEM 12.921875 1700467031.3479
MEM 12.921875 1700467031.4584
MEM 12.921875 1700467031.5689
MEM 12.921875 1700467031.6792
MEM 12.921875 1700467031.7813
MEM 12.921875 1700467031.8827
MEM 12.921875 1700467031.9853
MEM 12.921875 1700467032.0945
MEM 12.921875 1700467032.2000
MEM 12.921875 1700467032.3062
MEM 12.921875 1700467032.4071
MEM 12.921875 1700467032.5176
MEM 12.921875 1700467032.6281
MEM 12.921875 1700467032.7386
MEM 12.921875 1700467032.8461
MEM 12.921875 1700467032.9566
MEM 12.921875 1700467033.0600
MEM 12.921875 1700467033.1606
MEM 12.921875 1700467033.2626
MEM 12.921875 1700467033.3684
MEM 12.921875 1700467033.4771
MEM 12.921875 1700467033.5874
MEM 12.921875 1700467033.6925
MEM 12.921875 1700467033.7932
MEM 12.921875 1700467033.9015
MEM 12.921875 1700467034.0119
MEM 12.921875 1700467034.1223
MEM 12.921875 1700467034.2255
MEM 12.921875 1700467034.3314
MEM 12.921875 1700467034.4419
MEM 12.921875 1700467034.5524
MEM 12.921875 1700467034.6630
MEM 12.921875 1700467034.7634
MEM 12.921875 1700467034.8739
MEM 12.921875 1700467034.9758
MEM 12.921875 1700467035.0864
MEM 12.921875 1700467035.1938
MEM 12.921875 1700467035.3021
MEM 12.921875 1700467035.4044
MEM 12.921875 1700467035.5149
MEM 12.921875 1700467035.6248
MEM 12.921875 1700467035.7310
MEM 12.921875 1700467035.8383
MEM 12.921875 1700467035.9441
MEM 12.921875 1700467036.0544
MEM 12.921875 1700467036.1648
MEM 12.921875 1700467036.2723
MEM 12.921875 1700467036.3739
MEM 12.921875 1700467036.4795
MEM 12.921875 1700467036.5878
MEM 12.921875 1700467036.6983
MEM 12.921875 1700467036.8084
MEM 12.921875 1700467036.9127
MEM 12.921875 1700467037.0230
MEM 12.921875 1700467037.1335
MEM 12.921875 1700467037.2390
